Plant_ID,Common_Name,Scientific_Name,Family,Kingdom,Division,Class,Order,Plant_Type,Life_Span,Leaf_Type,Leaf_Arrangement,Leaf_Shape,Stem_Type,Stem_Texture,Flower_Color,Flower_Type,Flowering_Season,Fruit_Type,Fruit_Color,Root_Type,Habitat,Native_Region_India,Medicinal_Uses,Culinary_Uses,Industrial_Uses,Fragrance,Toxicity_Level
340,Dinner Plate Tree,Pterospermum diversifolium,Malvaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Tree,Perennial,Simple,Alternate,Oval,Woody,Rough,White,Solitary,Summer,Capsule,Brown,Taproot,Western Ghats,South India,None,None,Plates/Leaves,Mild,None
341,Bay Leaf,Cinnamomum tamala,Lauraceae,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Tree,Perennial,Simple,Opposite,Lanceolate,Woody,Smooth,White,Panicle,Summer,Berry,Purple,Taproot,Hills,India,Diabetes,Spice,None,Strong,None
342,Camphor,Cinnamomum camphora,Lauraceae,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Tree,Perennial,Simple,Alternate,Ovate,Woody,Fissured,Yellow-White,Panicle,Spring,Berry,Black,Taproot,Hills,South India,Pain relief,None,Camphor,Strong,None
344,Star Anise,Illicium verum,Schisandraceae,Plantae,Magnoliophyta,Magnoliopsida,Austrobaileyales,Tree,Perennial,Simple,Alternate,Lanceolate,Woody,Smooth,Pink-White,Solitary,Summer,Follicle,Brown,Taproot,Hilly estates,South India,Digestion,Spice,Oil,Strong,None
345,Mace,Myristica fragrans,Myristicaceae,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Smooth,Pale Yellow,Solitary,Year-round,Drupe,Yellow,Taproot,Western Ghats,South India,Sleep aid,Spice,Butter,Mild,None
350,Sage,Salvia officinalis,Lamiaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Shrub,Perennial,Simple,Opposite,Oblong,Woody base,Pubescent,Blue/Purple,Spike,Summer,Nutlet,Brown,Taproot,Hilly gardens,India,Sore throat,Herb,None,Strong,None
351,Oregano,Origanum vulgare,Lamiaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Herb,Perennial,Simple,Opposite,Ovate,Square,Hairy,Purple,Spike,Summer,Nutlet,Brown,Fibrous,Hills,India,Cough,Spice,None,Strong,None
354,Citronella,Cymbopogon nardus,Poaceae,Plantae,Magnoliophyta,Liliopsida,Poales,Grass,Perennial,Simple,Alternate,Linear,Clumping,Smooth,Inconspicuous,Panicle,Rare,Grain,None,Fibrous,Gardens,India,Insect repellent,None,Essential Oil,Citrus,None
355,Palmarosa,Cymbopogon martinii,Poaceae,Plantae,Magnoliophyta,Liliopsida,Poales,Grass,Perennial,Simple,Alternate,Linear,Clumping,Smooth,Inconspicuous,Panicle,Summer,Grain,None,Fibrous,Plains,India,Skin care,None,Perfume Oil,Floral,None
357,Khus Khus,Vetiveria zizanioides,Poaceae,Plantae,Magnoliophyta,Liliopsida,Poales,Grass,Perennial,Simple,Alternate,Linear,Clumping,Smooth,Purple,Panicle,Summer,Grain,None,Fibrous,Riverbanks,India,Cooling,Syrup,Mats/Oil,Earthly,None
358,Bermuda Grass,Cynodon dactylon,Poaceae,Plantae,Magnoliophyta,Liliopsida,Poales,Grass,Perennial,Simple,Alternate,Linear,Creeping,Smooth,Green/Purple,Spikes,Year-round,Grain,Brown,Fibrous,Plains,India,Skin/Wounds,None,Lawn,None,None
362,Geranium,Pelargonium graveolens,Geraniaceae,Plantae,Magnoliophyta,Magnoliopsida,Geraniales,Shrub,Perennial,Simple,Alternate,Lobbed,Woody base,Hairy,Pink,Umbel,Summer,Capsule,Brown,Taproot,Hills,India,Stress,None,Perfume Oil,Floral,None
363,Lavender,Lavandula angustifolia,Lamiaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Shrub,Perennial,Simple,Opposite,Linear,Woody base,Smooth,Purple,Spike,Summer,Nutlet,Brown,Taproot,Hilly gardens,India,Anxiety,Flavoring,Perfumery,Strong,None
365,Indigo,Indigofera tinctoria,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Shrub,Perennial,Compound,Alternate,Oval,Woody,Smooth,Pink/Purple,Raceme,Summer,Pod,Brown,Taproot,Plains,India,Hair health,None,Blue Dye,None,None
367,Senna,Senna alexandrina,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Shrub,Annual,Compound,Alternate,Lanceolate,Woody,Smooth,Yellow,Raceme,Autumn,Pod,Dark Brown,Taproot,Arid regions,India,Laxative,None,None,None,None
368,Isabgol,Plantago ovata,Plantaginaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Herb,Annual,Simple,Basal,Linear,Green,Hairy,White,Spike,Spring,Capsule,Grey,Fibrous,Dry regions,India,Laxative,None,Thickener,None,None
369,Guggul,Commiphora wightii,Burseraceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Shrub,Perennial,Simple,Alternate,Ovate,Thorny,Papery,Red/Pink,Clusters,Winter,Drupe,Red,Taproot,Arid regions,India,Cholesterol,None,Resin/Incense,Balsamic,None
370,Frankincense,Boswellia serrata,Burseraceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Pinnate,Alternate,Lanceolate,Woody,Papery,White,Racemes,Feb-April,Drupe,Green,Taproot,Dry Hills,India,Arthritis,None,Incense,Strong,None
371,Myrrh,Commiphora myrrha,Burseraceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Shrub,Perennial,Trifoliate,Alternate,Oval,Thorny,Rough,Greenish-White,Cyme,Summer,Drupe,Brown,Taproot,Arid gardens,India,Wounds,None,Perfume/Incense,Strong,None
372,Saffron,Crocus sativus,Iridaceae,Plantae,Magnoliophyta,Liliopsida,Asparagales,Herb,Perennial,Simple,Basal,Linear,Corm,Smooth,Purple,Solitary,Autumn,Capsule,None,Corm,Cold Hills,India,Skin/Health,Spice/Dye,None,Strong,None
373,Musk Mallow,Abelmoschus moschatus,Malvaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Shrub,Perennial,Simple,Alternate,Lobbed,Hairy,Smooth,Yellow,Solitary,Monsoon,Capsule,Brown,Taproot,Forests,India,Skin,Flavoring,Perfume Oil,Musky,None
374,Kasturi Bhendi,Abelmoschus moschatus,Malvaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Shrub,Perennial,Simple,Alternate,Lobbed,Hairy,Smooth,Yellow,Solitary,Monsoon,Capsule,Brown,Taproot,Forests,India,Skin,Flavoring,Perfume Oil,Musky,None
375,Safed Musli,Chlorophytum borivilianum,Asparagaceae,Plantae,Magnoliophyta,Liliopsida,Asparagales,Herb,Perennial,Simple,Basal,Lanceolate,Stemless,Smooth,White,Raceme,Monsoon,Capsule,Brown,Tuberous,Forests,India,Tonic,None,None,None,None
376,Kali Musli,Curculigo orchioides,Hypoxidaceae,Plantae,Magnoliophyta,Liliopsida,Asparagales,Herb,Perennial,Simple,Basal,Lanceolate,Rhizome,Smooth,Yellow,Solitary,Monsoon,Capsule,Brown,Rhizome,Forests,India,Tonic,None,None,None,None
377,Shatavari,Asparagus racemosus,Asparagaceae,Plantae,Magnoliophyta,Liliopsida,Asparagales,Climber,Perennial,Needle-like,Whorled,Linear,Thorny,Smooth,White,Raceme,Autumn,Berry,Red,Tuberous,Forests,India,Lactation,Vegetable,None,Strong,None
378,Vidari Kand,Pueraria tuberosa,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Climber,Perennial,Trifoliate,Alternate,Ovate,Woody base,Hairy,Blue/Purple,Raceme,Feb-April,Pod,Brown,Tuberous,Forests,India,Tonic,None,None,None,None
379,Varahi Kand,Dioscorea bulbifera,Dioscoreaceae,Plantae,Magnoliophyta,Liliopsida,Dioscoreales,Climber,Perennial,Simple,Alternate,Cordate,Soft,Smooth,Greenish,Spike,Monsoon,Capsule,Brown,Tuberous,Forests,India,Skin/Tonic,Tuber eaten,None,None,None
380,Kantakari,Solanum virginianum,Solanaceae,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Shrub,Perennial,Simple,Alternate,Lobbed,Thorny,Smooth,Purple,Cyme,Year-round,Berry,Yellow,Taproot,Wasteland,India,Cough/Asthma,None,None,None,None
381,Brihati,Solanum indicum,Solanaceae,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Shrub,Perennial,Simple,Alternate,Ovate,Thorny,Rough,Purple,Cyme,Year-round,Berry,Orange,Taproot,Wasteland,India,Asthma,Vegetable,None,None,None
382,Gudmar,Gymnema sylvestre,Apocynaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Climber,Perennial,Simple,Opposite,Ovate,Woody,Smooth,Yellow,Umbel,Summer,Follicle,Brown,Taproot,Forests,India,Diabetes,None,None,None,None
383,Kalmegh,Andrographis paniculata,Acanthaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Herb,Annual,Simple,Opposite,Lanceolate,Square,Smooth,White/Purple,Raceme,Winter,Capsule,Brown,Taproot,Forests,India,Fever/Liver,None,None,None,None
384,Kutki,Picrorhiza kurroa,Plantaginaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Herb,Perennial,Simple,Basal,Spatulate,Rhizome,Smooth,White/Blue,Spike,Summer,Capsule,Brown,Rhizome,Himalayas,India,Liver/Fever,None,None,None,None
385,Chirata,Swertia chirayita,Gentianaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Herb,Annual,Simple,Opposite,Lanceolate,Green/Purple,Smooth,Green-Yellow,Panicle,Autumn,Capsule,Brown,Taproot,Hills,India,Fever,None,None,None,None
386,Bhumyamalaki,Phyllanthus niruri,Phyllanthaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Herb,Annual,Simple,Alternate,Oblong,Green,Smooth,Yellow,Solitary,Year-round,Capsule,Green,Taproot,Gardens,India,Kidney stones,None,None,None,None
387,Punarnava,Boerhavia diffusa,Nyctaginaceae,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Herb,Perennial,Simple,Opposite,Ovate,Prostrate,Smooth,Pink/Red,Umbel,Year-round,Achene,Sticky,Taproot,Wasteland,India,Kidney/Liver,Vegetable,None,None,None
388,Gokshura,Tribulus terrestris,Zygophyllaceae,Plantae,Magnoliophyta,Magnoliopsida,Zygophyllales,Herb,Annual,Compound,Opposite,Oval,Prostrate,Hairy,Yellow,Solitary,Year-round,Nutlet,Thorny,Taproot,Arid regions,India,Urinary health,None,None,None,None
389,Shankhapushpi,Convolvulus pluricaulis,Convolvulaceae,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Herb,Perennial,Simple,Alternate,Linear,Prostrate,Hairy,White/Pink,Funnel,Year-round,Capsule,Brown,Taproot,Arid regions,India,Memory,None,None,None,None
390,Jyotishmati,Celastrus paniculatus,Celastraceae,Plantae,Magnoliophyta,Magnoliopsida,Celastrales,Climber,Perennial,Simple,Alternate,Ovate,Woody,Smooth,Greenish-White,Panicle,Summer,Capsule,Orange,Taproot,Forests,India,Memory,None,None,None,None
391,Mandukaparni,Centella asiatica,Apiaceae,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Herb,Perennial,Simple,Rosette,Kidney-shaped,Creeping,Smooth,Purple/White,Umbel,Year-round,Schizocarp,Brown,Fibrous,Wetlands,India,Memory/Skin,Vegetable/Drink,None,None,None
393,Manjistha,Rubia cordifolia,Rubiaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Climber,Perennial,Simple,Whorled,Cordate,Prickly,Rough,Greenish-White,Cyme,Summer,Berry,Purple-Black,Taproot,Hilly regions,India,Blood purifier,None,Red Dye,None,None
394,Haridra,Curcuma longa,Zingiberaceae,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Herb,Perennial,Simple,Basal,Oblong,Rhizome,Smooth,Yellow,Spike,Monsoon,Capsule,None,Rhizome,Gardens,India,Antiseptic,Spice,Dye,Spicy,None
395,Daruharidra,Berberis aristata,Berberidaceae,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Shrub,Perennial,Simple,Whorled,Obovate,Thorny,Rough,Yellow,Raceme,Spring,Berry,Deep Purple,Taproot,Hills,India,Skin/Liver,Fruit eaten,Dye,None,None
396,Nimpa,Azadirachta indica,Meliaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Compound,Alternate,Lanceolate,Woody,Rough,White,Axillary,March-May,Drupe,Yellow,Taproot,Plains,India,Antiseptic,Leaves,Pesticide,Pungent,None
397,Bakula,Mimusops elengi,Sapotaceae,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Rough,White,Solitary,March-July,Berry,Orange,Taproot,Coastal,India,Dental care,Fruit,Perfumery,Very Strong,None
398,Arjuna,Terminalia arjuna,Combretaceae,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Tree,Perennial,Simple,Opposite,Oblong,Woody,Flaky,Pale Yellow,Spikes,March-June,Fibrous,Brown,Taproot,Water bodies,India,Heart tonic,None,Tanning,None,None
399,Vibhitaki,Terminalia bellirica,Combretaceae,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Tree,Perennial,Simple,Alternate,Obovate,Woody,Rough,Green-Yellow,Spikes,April-June,Drupe,Grey-Brown,Taproot,Deciduous,India,Cough/Cold,None,Tanning,Unpleasant,None
400,Amalaki,Phyllanthus emblica,Phyllanthaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Tree,Perennial,Compound,Alternate,Linear,Woody,Smooth,Green-Yellow,Clusters,March-May,Drupe,Green,Taproot,Deciduous,India,Vitamin C,Pickles,Hair dye,None,None
402,Tulasi,Ocimum sanctum,Lamiaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Herb,Perennial,Simple,Opposite,Ovate,Woody base,Pubescent,Purple/White,Raceme,Year-round,Nutlet,Brown,Taproot,Throughout,India,Cough/Cold,Tea,None,Strong,None
403,Vasa,Adhatoda vasica,Acanthaceae,Plantae,Magnoliophyta,Magnoliophyta,Lamiales,Shrub,Perennial,Simple,Opposite,Lanceolate,Woody,Smooth,White,Spikes,Winter,Capsule,Brown,Taproot,Western Ghats,South India,Cough/Asthma,None,Insecticide,Strong,None
405,Bala,Sida cordifolia,Malvaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Shrub,Perennial,Simple,Alternate,Cordate,Woody base,Hairy,Yellow,Solitary,Year-round,Schizocarp,Brown,Taproot,Wasteland,India,Strength/Nerve,None,None,None,None
406,Atibala,Abutilon indicum,Malvaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Shrub,Perennial,Simple,Alternate,Cordate,Woody base,Hairy,Yellow/Orange,Solitary,Year-round,Schizocarp,Black,Taproot,Wasteland,India,Diuretic,None,None,None,None
407,Nagabala,Grewia hirsuta,Malvaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Shrub,Perennial,Simple,Alternate,Lanceolate,Woody,Hairy,White/Yellow,Cyme,Monsoon,Drupe,Brown,Taproot,Forests,India,Heart tonic,Fruit eaten,None,None,None
408,Kusha Grass,Desmostachya bipinnata,Poaceae,Plantae,Magnoliophyta,Liliopsida,Poales,Grass,Perennial,Simple,Alternate,Linear,Clumping,Rough,Greenish,Spike,Summer,Grain,Brown,Fibrous,Dry lands,India,Urinary,None,Sacred/Mats,None,None
409,Darbha Grass,Imperata cylindrica,Poaceae,Plantae,Magnoliophyta,Liliopsida,Poales,Grass,Perennial,Simple,Alternate,Linear,Clumping,Smooth,White,Silky Panicle,Summer,Grain,Brown,Rhizome,Plains,India,Skin/Urinary,None,Paper/Sacred,None,None
410,Durva Grass,Cynodon dactylon,Poaceae,Plantae,Magnoliophyta,Liliopsida,Poales,Grass,Perennial,Simple,Alternate,Linear,Creeping,Smooth,Green/Purple,Spikes,Year-round,Grain,Brown,Fibrous,Plains,India,Skin/Wounds,None,Lawn,None,None
411,Apamarga,Achyranthes aspera,Amaranthaceae,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Herb,Perennial,Simple,Opposite,Ovate,Woody base,Rough,Pink/Purple,Spike,Year-round,Achene,Brown,Taproot,Wasteland,India,Teeth/Asthma,None,None,None,None
412,Eranda,Ricinus communis,Euphorbiaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Shrub,Perennial,Palmate,Alternate,Star-shaped,Woody,Smooth,Green-Red,Spikes,Year-round,Capsule,Prickly,Taproot,Wasteland,India,Laxative,None,Lubricant,None,Seeds Toxic
413,Dhattura,Datura metel,Solanaceae,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Herb,Annual,Simple,Alternate,Ovate,Green,Smooth,Purple/White,Trumpet,Year-round,Capsule,Prickly,Taproot,Wasteland,India,Asthma,None,None,Strong,Highly Toxic
414,Karavira,Nerium oleander,Apocynaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Shrub,Perennial,Simple,Whorled,Lanceolate,Woody,Smooth,Red/Pink,Clusters,Year-round,Follicle,Brown,Taproot,Gardens,India,None,None,Ornamental,None,Highly Toxic
415,Arka,Calotropis gigantea,Apocynaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Shrub,Perennial,Simple,Opposite,Obovate,Succulent,Hairy,Purple/White,Cyme,Year-round,Follicle,Green,Taproot,Wasteland,India,Skin/Joints,None,Fiber,None,Sap Toxic
416,Snuhi,Euphorbia nerifolia,Euphorbiaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Shrub,Perennial,Simple,Alternate,Obovate,Succulent,Thorny,Green-Yellow,Cyathium,Year-round,Capsule,Brown,Taproot,Hedges,India,Skin,None,Fencing,None,Sap Toxic
418,Nimba,Azadirachta indica,Meliaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Compound,Alternate,Lanceolate,Woody,Rough,White,Axillary,March-May,Drupe,Yellow,Taproot,Plains,India,Antiseptic,Leaves,Pesticide,Pungent,None
419,Bakula Tree,Mimusops elengi,Sapotaceae,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Rough,White,Solitary,March-July,Berry,Orange,Taproot,Coastal,India,Dental care,Fruit,Perfumery,Very Strong,None
420,Udumbara,Ficus racemosa,Moraceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Ovate,Woody,Smooth,None,Syconium,Year-round,Fig,Red,Taproot,Riverbanks,India,Diabetes,Fruit,Latex,None,None
421,Vata,Ficus benghalensis,Moraceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Ovate,Woody,Smooth,Inconspicuous,Syconium,Year-round,Fig,Red,Prop Root,All regions,India,Dysentery,None,Latex,None,None
422,Ashvattha,Ficus religiosa,Moraceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Cordate,Woody,Smooth,Inconspicuous,Syconium,Year-round,Fig,Purple,Taproot,All regions,India,Skin,None,None,None,None
423,Plaksha,Ficus lacor,Moraceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Ovate,Woody,Smooth,Inconspicuous,Syconium,Year-round,Fig,White/Pink,Taproot,Deciduous,India,Skin,None,None,None,None
424,Shami,Prosopis cineraria,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Bipinnate,Alternate,Linear,Thorny,Rough,Yellow,Spikes,Summer,Pod,Brown,Taproot,Arid regions,India,Skin,None,Fodder/Sacred,None,None
425,Khajura,Phoenix dactylifera,Arecaceae,Plantae,Magnoliophyta,Liliopsida,Arecales,Palm,Perennial,Pinnate,Spiralled,Linear,Rough,Ringed,Yellow,Spadix,Summer,Berry,Brown,Fibrous,Arid gardens,India,Energy/Tonic,Fruit,None,None,None
426,Narikel,Cocos nucifera,Arecaceae,Plantae,Magnoliophyta,Liliopsida,Arecales,Palm,Perennial,Pinnate,Whorled,Linear,Unbranched,Ringed,White,Spadix,Year-round,Drupe,Green/Brown,Fibrous,Coastal,India,Hydration,Oil/Water,Coir/Shell,None,None
427,Puga,Areca catechu,Arecaceae,Plantae,Magnoliophyta,Liliopsida,Arecales,Palm,Perennial,Pinnate,Whorled,Linear,Unbranched,Smooth,White,Spadix,Year-round,Drupe,Orange,Fibrous,Plains/Ghats,India,Digestion,Stimulant,Dye,None,None
428,Tala,Borassus flabellifer,Arecaceae,Plantae,Magnoliophyta,Liliopsida,Arecales,Palm,Perennial,Palmate,Whorled,Fan-shaped,Unbranched,Rough,Yellow,Spadix,Summer,Drupe,Black,Fibrous,Coastal,India,Cooling,Fruit/Sap,Fiber,None,None
429,Panasa,Artocarpus heterophyllus,Moraceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Rough,Greenish,Spike,Spring,Syncarp,Yellow/Green,Taproot,Western Ghats,India,Antioxidant,Fruit/Seeds,Timber,Sweet,None
430,Amra,Mangifera indica,Anacardiaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Simple,Alternate,Lanceolate,Woody,Rough,Yellowish,Panicle,Spring,Drupe,Yellow/Green,Taproot,Forests/Plains,India,Skin/Digestion,Fruit,Timber,Sweet,None
431,Draksha,Vitis vinifera,Vitaceae,Plantae,Magnoliophyta,Magnoliopsida,Vitales,Climber,Perennial,Simple,Alternate,Cordate,Woody base,Smooth,Green-White,Panicle,Summer,Berry,Purple/Green,Taproot,Vineyards,India,Antioxidant,Fruit/Wine,None,None,None
432,Kadali,Musa paradisiaca,Musaceae,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Herb,Perennial,Simple,Spiralled,Oblong,Pseudostem,Smooth,Yellow/Red,Spike,Year-round,Berry,Yellow,Fibrous,Gardens,India,Digestion,Fruit/Leaves,Fiber,None,None
433,Dadima,Punica granatum,Lythraceae,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Shrub,Perennial,Simple,Opposite,Oblong,Woody,Smooth,Orange-Red,Solitary,Year-round,Berry,Red,Taproot,Dry plains,India,Anemia,Fruit,Dye,None,None
434,Badara,Ziziphus mauritiana,Rhamnaceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Ovate,Thorny,Rough,Green-Yellow,Cyme,Monsoon,Drupe,Orange-Red,Taproot,Arid,India,Digestion,Fruit,Dye,None,None
435,Kharjura,Phoenix sylvestris,Arecaceae,Plantae,Magnoliophyta,Liliopsida,Arecales,Palm,Perennial,Pinnate,Spiralled,Linear,Rough trunk,Ringed,White,Spadix,Winter,Berry,Orange-Brown,Fibrous,Plains,India,Aphrodisiac,Jaggery/Fruit,Brooms,None,None
436,Priyala,Buchanania lanzan,Anacardiaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Simple,Alternate,Oblong,Woody,Rough,Green-White,Panicle,Jan-March,Drupe,Black,Taproot,Dry Deciduous,India,Skin,Seeds (Chironji),None,None,None
437,Kapittha,Limonia acidissima,Rutaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Compound,Alternate,Obovate,Thorny,Rough,White-Red,Clusters,Feb-March,Berry,Grey,Taproot,Dry Plains,India,Digestion,Fruit,Gum,Pungent,None
438,Bilva,Aegle marmelos,Rutaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Trifoliate,Alternate,Ovate,Thorny,Smooth,Green-White,Panicle,Summer,Berry,Grey-Yellow,Taproot,Dry Forest,India,Constipation,Sharbat,Sacred,Mild,None
439,Tintidika,Tamarindus indica,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Compound,Alternate,Oblong,Woody,Rough,Yellow/Red,Raceme,May-July,Pod,Brown,Taproot,Roadsides,South India,Digestive,Fruit pulp,Timber,None,None
440,Karkandhu,Ziziphus nummularia,Rhamnaceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Shrub,Perennial,Simple,Alternate,Circular,Thorny,Rough,Yellow,Cyme,Monsoon,Drupe,Red,Taproot,Arid regions,India,Cooling,Fruit eaten,Fencing,None,None
441,Karamarda,Carissa carandas,Apocynaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Shrub,Perennial,Simple,Opposite,Ovate,Thorny,Smooth,White,Cyme,Summer,Berry,Pink/Black,Taproot,Scrub,India,Digestion,Pickle/Fruit,None,Mild,None
442,Amlavetasa,Garcinia pedunculata,Clusiaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Tree,Perennial,Simple,Opposite,Oblong,Woody,Smooth,White,Solitary,Summer,Berry,Yellow,Taproot,Forests,India,Digestion,Sour agent,None,None,None
443,Vrikshamla,Garcinia indica,Clusiaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Tree,Perennial,Simple,Opposite,Oblong,Woody,Smooth,White,Solitary,Winter,Berry,Dark Purple,Taproot,Western Ghats,India,Acidity,Coolant/Butter,Cosmetics,None,None
444,Bijapura,Citrus medica,Rutaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Shrub,Perennial,Simple,Alternate,Elliptic,Thorny,Smooth,White/Pink,Solitary,Year-round,Hesperidium,Yellow,Taproot,Gardens,India,Nausea,Pickle,None,Strong,None
445,Matulunga,Citrus limon,Rutaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Shrub,Perennial,Simple,Alternate,Ovate,Thorny,Smooth,White,Solitary,Year-round,Hesperidium,Yellow,Taproot,Gardens,India,Digestion,Fruit/Juice,None,Citrus,None
446,Nimbuka,Citrus aurantifolia,Rutaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Shrub,Perennial,Simple,Alternate,Ovate,Thorny,Smooth,White,Solitary,Year-round,Hesperidium,Green/Yellow,Taproot,Gardens,India,Vitamin C,Juice/Cooking,None,Citrus,None
447,Naranga,Citrus reticulata,Rutaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Smooth,White,Solitary,Winter,Hesperidium,Orange,Taproot,Orchards,India,Tonic,Fruit,None,Citrus,None
448,Airavata,Citrus aurantium,Rutaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Simple,Alternate,Ovate,Thorny,Smooth,White,Solitary,Winter,Hesperidium,Orange,Taproot,Orchards,India,Appetite,Marmalade,Perfume Oil,Citrus,None
449,Madhukarkati,Citrus maxima,Rutaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Simple,Alternate,Ovate,Woody,Smooth,White,Solitary,Winter,Hesperidium,Yellow/Green,Taproot,Gardens,India,Tonic,Fruit,None,Citrus,None
450,Kushmanda,Benincasa hispida,Cucurbitaceae,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Climber,Annual,Simple,Alternate,Heart-shaped,Soft,Hairy,Yellow,Solitary,Summer,Pepo,Waxy Grey,Taproot,Gardens,India,Nervine tonic,Sweets/Curry,None,None,None
451,Karkati,Cucumis utilissimus,Cucurbitaceae,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Climber,Annual,Simple,Alternate,Lobbed,Soft,Hairy,Yellow,Solitary,Summer,Pepo,Green,Taproot,Gardens,India,Cooling,Vegetable/Fruit,None,None,None
